,country,year,sex,suicides_no,population,rate
3949,Spain,1996,male,2451,18218600,13.453284006454941
3950,Spain,1997,female,847,19160500,4.420552699564207
3951,Spain,1997,male,2526,18244500,13.845268437063224
3952,Spain,1998,female,762,19193600,3.9700733577859286
3953,Spain,1998,male,2499,18265300,13.68168056369181
3954,Spain,1999,female,809,19351271,4.180603951027299
3955,Spain,1999,male,2411,18438000,13.076255559171276
3956,Spain,2000,female,819,19602555,4.1780267929359205
3957,Spain,2000,male,2575,18717441,13.75722247501675
3958,Spain,2001,female,759,19789110,3.835442826888122
3959,Spain,2001,male,2430,18924394,12.84056969010474
3960,Spain,2002,female,817,20088190,4.067066271276805
3961,Spain,2002,male,2555,19252421,13.271058221716634
3962,Spain,2003,female,828,20378624,4.063081000954726
3963,Spain,2003,male,2650,19568932,13.541873414451029
3964,Spain,2004,female,857,20666649,4.146777738374518
3965,Spain,2004,male,2651,19889174,13.328859207526667
3966,Spain,2005,female,829,20961365,3.954895112985247
3967,Spain,2005,male,2570,20234114,12.701322133501867
3968,Spain,2006,female,735,21246472,3.459397870855924
3969,Spain,2006,male,2512,20562376,12.216487044104241
3970,Spain,2007,female,801,21589534,3.710131029229255
3971,Spain,2007,male,2463,20957793,11.752191654913283
3972,Spain,2008,female,781,21918737,3.5631615088040887
3973,Spain,2008,male,2676,21280747,12.57474655377464
3974,Spain,2009,female,763,22074278,3.4565116920245362
3975,Spain,2009,male,2666,21415808,12.44874813969195
3976,Spain,2010,female,690,22173179,3.111867720907318
3977,Spain,2010,male,2468,21422177,11.520771208267021
3978,Spain,2011,female,745,22237512,3.35019493187907
3979,Spain,2011,male,2435,21405059,11.375815408871333
3980,Spain,2012,female,815,22526383,3.617979859438597
3981,Spain,2012,male,2724,21792476,12.499726969987256
3982,Spain,2013,female,960,22514212,4.263973351587877
3983,Spain,2013,male,2913,21713413,13.415670765346746
3984,Spain,2014,female,973,22509438,4.322631244724991
3985,Spain,2014,male,2938,21663333,13.562086683521876
3986,Spain,2015,female,923,22531779,4.09643641542907
3987,Spain,2015,male,2681,21654749,12.38065608610841
3988,Sri Lanka,1985,female,1730,6796000,25.456150676868745
3989,Sri Lanka,1985,male,3938,7061000,55.77113723268659
3990,Sri Lanka,1986,female,1491,6916800,21.55621096460791
3991,Sri Lanka,1986,male,3854,7184600,53.64251315313309
3992,Sri Lanka,1996,female,1170,8310124,14.079212295749137
3993,Sri Lanka,1996,male,3728,8344303,44.67718873583569
3994,Sri Lanka,1997,female,1497,8382060,17.859571513446575
3995,Sri Lanka,1997,male,4390,8393349,52.30331778173409
3996,Sri Lanka,1998,female,1312,8456381,15.514911165899456
3997,Sri Lanka,1998,male,4206,8441310,49.82638950589423
3998,Sri Lanka,1999,female,1348,8532684,15.798077134931987
3999,Sri Lanka,1999,male,4271,8487603,50.32044971943198
4000,Sri Lanka,2000,female,1293,8609576,15.018161173093773
4001,Sri Lanka,2000,male,3959,8530766,46.408493680403375
4002,Sri Lanka,2001,female,1008,8693121,11.595375239801678
4003,Sri Lanka,2001,male,3582,8573840,41.778246386683215
4004,Sri Lanka,2002,female,917,8779218,10.445121649787032
4005,Sri Lanka,2002,male,3465,8616737,40.21243772439614
4006,Sri Lanka,2003,female,934,8866412,10.534137145893965
4007,Sri Lanka,2003,male,3533,8658184,40.805323610586235
4008,Sri Lanka,2006,female,898,9123926,9.842254310260737
4009,Sri Lanka,2006,male,3117,8767632,35.55121839055289
4010,Suriname,1985,female,22,163900,13.422818791946309
4011,Suriname,1985,male,58,158800,36.523929471032744
4012,Suriname,1986,female,12,160772,7.4639862662652705
4013,Suriname,1986,male,30,165522,18.124478921231013
4014,Suriname,1987,female,12,163634,7.333439260789323
4015,Suriname,1987,male,40,168379,23.755931559161176
4016,Suriname,1988,female,17,167423,10.153921504213878
4017,Suriname,1988,male,32,172188,18.584338049109114
4018,Suriname,1989,female,12,171468,6.99839037021485
4019,Suriname,1989,male,41,176255,23.26175143967547
4020,Suriname,1990,female,4,176700,2.2637238256932655
4021,Suriname,1990,male,22,172000,12.790697674418604
4022,Suriname,1991,female,22,179073,12.285492508641727
4023,Suriname,1991,male,35,184006,19.021118876558372
4024,Suriname,1992,female,13,182591,7.1197375555202616
4025,Suriname,1992,male,35,187603,18.65641807433783
4026,Suriname,1995,female,13,192341,6.758829370752985
4027,Suriname,1995,male,42,197073,21.311899651398214
4028,Suriname,1996,female,4,195701,2.043934369267403
4029,Suriname,1996,male,17,200104,8.495582297205454
4030,Suriname,1997,female,11,198954,5.528916231892799
4031,Suriname,1997,male,21,202860,10.351966873706004
4032,Suriname,1998,female,8,202121,3.9580251433547233
4033,Suriname,1998,male,21,205485,10.219724067450178
4034,Suriname,1999,female,15,205210,7.3095853028604845
4035,Suriname,1999,male,34,208093,16.338848495624553
4036,Suriname,2000,female,14,208253,6.722592231564492
4037,Suriname,2000,male,38,210748,18.031013342949873
4038,Suriname,2001,female,16,211264,7.57346258709482
4039,Suriname,2001,male,56,213251,26.26013477076309
4040,Suriname,2002,female,21,214177,9.8049743903407
4041,Suriname,2002,male,48,215999,22.22232510335696
4042,Suriname,2003,female,19,217046,8.75390470222902
4043,Suriname,2003,male,58,218900,26.496116948378255
4044,Suriname,2004,female,18,219901,8.185501657564085
4045,Suriname,2004,male,49,221816,22.09038121686443
4046,Suriname,2005,female,12,222780,5.386479935362241
4047,Suriname,2005,male,60,224665,26.70642957291968
4048,Suriname,2006,female,28,225701,12.4057935055671
4049,Suriname,2006,male,84,227592,36.90815142887272
4050,Suriname,2007,female,32,228649,13.995250361908427
4051,Suriname,2007,male,87,230437,37.75435368452115
4052,Suriname,2008,female,34,231597,14.680673756568522
4053,Suriname,2008,male,113,233192,48.45792308483996
4054,Suriname,2009,female,32,234523,13.64471714927747
4055,Suriname,2009,male,99,235925,41.96248807883861
4056,Suriname,2010,female,42,237400,17.69165964616681
4057,Suriname,2010,male,94,238652,39.38789534552403
4058,Suriname,2011,female,32,240208,13.321787783920602
4059,Suriname,2011,male,95,241313,39.36795779754924
4060,Suriname,2012,female,33,242989,13.580861685096856
4061,Suriname,2012,male,100,243975,40.98780612767702
4062,Suriname,2013,female,34,245744,13.835536167719253
4063,Suriname,2013,male,97,246615,39.33256290168887
4064,Suriname,2014,female,36,248469,14.488728976250558
4065,Suriname,2014,male,92,249232,36.9133979585286
4066,Sweden,1987,female,464,4015200,11.5560868698944
4067,Sweden,1987,male,1077,3893800,27.65935589912168
4068,Sweden,1988,female,492,4026300,12.219655763355934
4069,Sweden,1988,male,1098,3904600,28.120678174460892
4070,Sweden,1989,female,457,4042100,11.306004304693104
4071,Sweden,1989,male,1122,3922700,28.60274810717108
4072,Sweden,1990,female,451,4061500,11.104271820755878
4073,Sweden,1990,male,1020,3944200,25.860757568074643
4074,Sweden,1991,female,447,4079500,10.957225150140948
4075,Sweden,1991,male,1036,3961600,26.151050080775445
4076,Sweden,1992,female,419,4096100,10.229242450135494
4077,Sweden,1992,male,936,3977100,23.534736365693597
4078,Sweden,1993,female,417,4115900,10.131441483029228
4079,Sweden,1993,male,956,3996600,23.920332282440075
4080,Sweden,1994,female,395,4146600,9.52587662181064
4081,Sweden,1994,male,929,4027500,23.066418373680943
4082,Sweden,1995,female,412,4176400,9.864955464036012
4083,Sweden,1995,male,936,4056600,23.073509835823103
4084,Sweden,1996,female,381,4196800,9.078345406023637
4085,Sweden,1996,male,872,4077500,21.385652973635807
4086,Sweden,1997,female,344,4214400,8.162490508731967
4087,Sweden,1997,male,857,4096900,20.918255266176864
4088,Sweden,1998,female,349,4231000,8.248640983219097
4089,Sweden,1998,male,882,4115300,21.432216363327097
4090,Sweden,1999,female,358,4246207,8.43105387937988
4091,Sweden,1999,male,862,4131806,20.862547757566546
4092,Sweden,2000,female,329,4260153,7.722727329276672
4093,Sweden,2000,male,802,4148855,19.330634596774292
4094,Sweden,2001,female,364,4273200,8.518206496302536
4095,Sweden,2001,male,833,4166117,19.994637692604407
4096,Sweden,2002,female,318,4283964,7.423031566091592
4097,Sweden,2002,male,862,4181864,20.612817633476364
4098,Sweden,2003,female,336,4293850,7.82514526590356
4099,Sweden,2003,male,776,4196689,18.490767364462794
4100,Sweden,2004,female,321,4303897,7.4583569262926135
4101,Sweden,2004,male,834,4210417,19.80801426557037
4102,Sweden,2005,female,384,4314133,8.900977322674104
4103,Sweden,2005,male,835,4224491,19.765694849391323
4104,Sweden,2006,female,380,4329710,8.776569331433283
4105,Sweden,2006,male,817,4246334,19.240125717854507
4106,Sweden,2007,female,325,4351663,7.468409203561949
4107,Sweden,2007,male,801,4277496,18.725908802720095
4108,Sweden,2008,female,315,4377474,7.195930803929389
4109,Sweden,2008,male,855,4311030,19.832847370581973
4110,Sweden,2009,female,354,4408461,8.030013195081004
4111,Sweden,2009,male,888,4347461,20.42571514730092
4112,Sweden,2010,female,303,4438872,6.826058512162549
4113,Sweden,2010,male,838,4384253,19.113860445553666
4114,Sweden,2011,female,323,4466379,7.231809033671348
4115,Sweden,2011,male,789,4418265,17.85768848179093
4116,Sweden,2012,female,335,4495707,7.45155322622226
4117,Sweden,2012,male,819,4453202,18.39126093988101
4118,Sweden,2013,female,368,4530056,8.123519885846886
4119,Sweden,2013,male,862,4494025,19.18102369256958
4120,Sweden,2014,female,363,4570064,7.942995984301314
4121,Sweden,2014,male,785,4544460,17.273779502955247
4122,Sweden,2015,female,331,4570064,7.242786971911116
4123,Sweden,2015,male,851,4544460,18.726097270082693
4124,Sweden,2016,female,348,4084416,8.520189912095145
4125,Sweden,2016,male,782,4041436,19.34955792940925
4126,Switzerland,1995,female,401,3396100,11.807661729631047
4127,Switzerland,1995,male,1018,3221400,31.601167194387532
4128,Switzerland,1996,female,422,3414300,12.35978092141874
4129,Switzerland,1996,male,1010,3237900,31.193057228450538
4130,Switzerland,1997,female,378,3426100,11.032952920229999
4131,Switzerland,1997,male,963,3249100,29.638976947462375
4132,Switzerland,1998,female,362,3447081,10.501638922903176
4133,Switzerland,1998,male,1009,3278086,30.780156469354374
4134,Switzerland,1999,female,367,3465659,10.589616577972617
4135,Switzerland,1999,male,929,3298669,28.162874177433384
4136,Switzerland,2000,female,399,3487596,11.44054529251668
4137,Switzerland,2000,male,981,3321993,29.53046559700758
4138,Switzerland,2001,female,393,3514380,11.182626807573456
4139,Switzerland,2001,male,945,3351462,28.196649700936486
4140,Switzerland,2002,female,466,3558170,13.096619891685895
4141,Switzerland,2002,male,980,3383840,28.96118019764528
4142,Switzerland,2003,female,421,3571180,11.788820501906933
4143,Switzerland,2003,male,848,3398113,24.95502651030145
4144,Switzerland,2004,female,427,3596578,11.872396483546304
4145,Switzerland,2004,male,857,3426588,25.010301792920536
4146,Switzerland,2005,female,400,3619179,11.052230353900706
4147,Switzerland,2005,male,899,3452812,26.036749177192387
4148,Switzerland,2006,female,446,3640457,12.251209120173648
4149,Switzerland,2006,male,863,3478020,24.812968298054642
4150,Switzerland,2007,female,440,3669293,11.991410879425546
4151,Switzerland,2007,male,920,3514302,26.178740472503502
4152,Switzerland,2008,female,453,3709628,12.211467025804204
4153,Switzerland,2008,male,861,3565247,24.149799438860757
4154,Switzerland,2009,female,278,3751080,7.411198908047815
4155,Switzerland,2009,male,827,3613478,22.886537568514324
4156,Switzerland,2010,female,282,3786680,7.447156876208182
4157,Switzerland,2010,male,724,3652467,19.822218790751567
4158,Switzerland,2011,female,277,3820858,7.249680569128714
4159,Switzerland,2011,male,757,3697182,20.475053703063576
4160,Switzerland,2012,female,286,3856535,7.41598351888418
4161,Switzerland,2012,male,752,3739056,20.112028276655927
4162,Switzerland,2013,female,285,3895886,7.315409126447745
4163,Switzerland,2013,male,786,3785432,20.763812426164307
4164,Switzerland,2014,female,276,3956424,6.9759965059356634
4165,Switzerland,2014,male,756,3853197,19.62007133297363
4166,Switzerland,2015,female,280,3994995,7.008769723116049
4167,Switzerland,2015,male,793,3897507,20.34633933948034
4168,Thailand,1985,female,1240,23285054,5.325304377649285
4169,Thailand,1985,male,1742,23018389,7.567862372992306
4170,Thailand,1986,female,1024,23841527,4.295026908301637
4171,Thailand,1986,male,1774,23489938,7.552169784356178
4172,Thailand,1987,female,1180,24409420,4.834199255861057
4173,Thailand,1987,male,1855,23966990,7.739812133271637
4174,Thailand,1990,female,1314,25932044,5.067089967917685
4175,Thailand,1990,male,2439,25296624,9.641602768812154
4176,Thailand,1991,female,1157,26287812,4.401279193566966
4177,Thailand,1991,male,2402,25659881,9.360916365902087
4178,Thailand,1992,female,1191,26582371,4.48041297745788
4179,Thailand,1992,male,2359,25988069,9.077242329932247
4180,Thailand,1994,female,695,26378000,2.634771400409432
4181,Thailand,1994,male,1612,26313000,6.126249382434538
4182,Thailand,1995,female,1145,27441743,4.172475487435328
4183,Thailand,1995,male,3100,26924314,11.513756673614786
4184,Thailand,1996,female,1143,27816089,4.109132667788056
4185,Thailand,1996,male,3300,27254614,12.108041596186245
4186,Thailand,1997,female,954,28246149,3.377451559856885
4187,Thailand,1997,male,3196,27612939,11.574284070232437
4188,Thailand,1998,female,1121,28707308,3.9049290166810486
4189,Thailand,1998,male,3842,27984475,13.729040834248275
4190,Thailand,1999,female,1208,29161427,4.142458460623343
4191,Thailand,1999,male,4068,28346433,14.351011995054192
4192,Thailand,2000,female,1149,29580042,3.884375823401468
4193,Thailand,2000,male,4033,28682093,14.061038014206286
4194,Thailand,2002,female,1190,29453150,4.040314872942283
4195,Thailand,2002,male,3712,28810239,12.884308248883322
4196,Thailand,2003,female,1059,30619866,3.4585389759706984
4197,Thailand,2003,male,3425,29539085,11.594807354391648
4198,Thailand,2004,female,1043,30909512,3.374365793934243
4199,Thailand,2004,male,3253,29776861,10.924590070121898
4200,Thailand,2005,female,907,31184149,2.9085289452663914
4201,Thailand,2005,male,3030,29998516,10.100499638048761
4202,Thailand,2006,female,756,31435975,2.4048880303537588
4203,Thailand,2006,male,2852,30200537,9.443540689359265
4204,Thailand,2007,female,811,29946314,2.708179711199181
4205,Thailand,2007,male,2943,28995307,10.149918398863651
4206,Thailand,2008,female,872,30100847,2.896928448558275
4207,Thailand,2008,male,2906,29115926,9.980791955577851
4208,Thailand,2009,female,861,30258323,2.84549807998282
4209,Thailand,2009,male,2926,29225395,10.011840729612038
4210,Thailand,2010,female,848,30424716,2.7872076110751536
4211,Thailand,2010,male,2913,29345048,9.926717448204549
4212,Thailand,2011,female,888,30688903,2.8935540641514623
4213,Thailand,2011,male,2985,29572929,10.093690753459017
4214,Thailand,2012,female,930,30769360,3.022487305553317
4215,Thailand,2012,male,3055,29612895,10.316451667423937
4216,Thailand,2013,female,856,30979931,2.7630791043401612
4217,Thailand,2013,male,3105,29786556,10.424165855226768
4218,Thailand,2014,female,878,31183748,2.815569186872598
4219,Thailand,2014,male,3074,29956171,10.26165860783743
4220,Thailand,2015,female,839,31268178,2.6832391705074725
4221,Thailand,2015,male,3366,29993098,11.222581942018794
4222,Thailand,2016,female,842,27496685,3.062187314579921
4223,Thailand,2016,male,3275,25945316,12.622702302026308
4224,Trinidad and Tobago,1985,female,5,508000,0.984251968503937
4225,Trinidad and Tobago,1985,male,24,500000,4.8
4226,Trinidad and Tobago,1986,female,35,533300,6.562910181886368
4227,Trinidad and Tobago,1986,male,69,528300,13.06076093128904
4228,Trinidad and Tobago,1987,female,27,541700,4.984308657928743
4229,Trinidad and Tobago,1987,male,92,536600,17.14498695490123
4230,Trinidad and Tobago,1988,female,46,550300,8.359076867163365
4231,Trinidad and Tobago,1988,male,118,545300,21.639464514945903
4232,Trinidad and Tobago,1989,female,41,541000,7.578558225508318
4233,Trinidad and Tobago,1989,male,132,529000,24.95274102079395
4234,Trinidad and Tobago,1990,female,45,551500,8.159564823209429
4235,Trinidad and Tobago,1990,male,125,537000,23.277467411545622
4236,Trinidad and Tobago,1991,female,30,558000,5.376344086021505
4237,Trinidad and Tobago,1991,male,118,544000,21.691176470588236
4238,Trinidad and Tobago,1992,female,26,526900,4.934522679825394
4239,Trinidad and Tobago,1992,male,137,605700,22.61845798249959
4240,Trinidad and Tobago,1993,female,26,535700,4.853462759006907
4241,Trinidad and Tobago,1993,male,148,612600,24.15932092719556
4242,Trinidad and Tobago,1994,female,30,544300,5.51166636046298
4243,Trinidad and Tobago,1994,male,118,618600,19.075331393469124
4244,Trinidad and Tobago,1995,female,39,577998,6.747428191793051
4245,Trinidad and Tobago,1995,male,145,571175,25.386265155162604
4246,Trinidad and Tobago,1996,female,35,581559,6.018305967236342
4247,Trinidad and Tobago,1996,male,111,574626,19.31691221768594
4248,Trinidad and Tobago,1997,female,31,584665,5.302181591167591
